fecha,veloc_fe01,veloc_fe02,veloc_fe03,veloc_sag1,veloc_fe_aux_04,nivel_cuba,pot_sag1,pot_bm1a,pot_bm1b,pot_bm3c,pres_alim_bhc1a,pres_alim_bhc1b,pres_desc_sag1,pres_bhc3c,solidos_sag1,agua_manual_sag1,flujo_agua_cuba_bm3c,pebbles_gen_sag1,pebbles_recirc_sag1,prop_finos_sag1,prop_interm_sag1,nivel_stock_ios_sensor1,nivel_stock_ios_sensor2,nivel_tolva_p2,nivel_tolva_p1,nivel_tolva_p3,status_cy_transf_bhc1a,status_cy_transf_bhc1b,status_cy_transf_bhc2a,veloc_relat_fe01,veloc_relat_fe02,veloc_relat_fe03,niv_tolva_repart,cee_real_4h_atras_sag1,calc_jb,calc_jc,prop_min_fuente_a,prop_min_fuente_b,calc_spi_traz_ios,rend_sag1
2019-10-10 01:00:00,44.00229166666667,61.69701388888889,43.07618055555555,10.247453114991805,0.0,66.34873793611112,3393.2940259027764,3421.6047850694445,11495.049503472226,12.233464333333334,12.54062203888889,60.27994888646914,13.455739782569449,79.23750885937466,,609.8414529583333,348.02828899305564,2.227430555555556,28.23279085000001,37.970049952777785,77.37062499999999,84.13014578819445,63.51246305,69.71245,33.31275827638889,50.95857276736111,0.0,0.0,0.752361111111111,29.411764705882355,41.17647058823529,29.411764705882355,63.43497500000001,0.0036433470937706,0.153677653356124,0.2776000696386017,,,,2067.167834097222
2019-10-10 05:00:00,49.861041666666665,68.71861111111112,49.42166666666667,10.447173081788186,0.0,58.54704146736111,3540.1296697916664,3505.9697861111104,11935.476313194442,9.769585219930557,11.530567396527776,59.71468662404192,15.414863452083337,80.6970889019573,,437.1102107013888,413.9571548819442,14.303125,36.45077519861112,37.38339096388888,77.16020833333333,84.07980209722223,64.44824237291667,69.38922316666668,34.606264035416665,48.43955790069444,0.9259027777777776,0.0,0.0765277777777777,29.74002263546167,40.51995472907665,29.74002263546167,62.54513209305556,0.0039715081601536,0.1528951061236761,0.2757160505179317,,,,2364.608782986112
2019-10-10 09:00:00,48.56583333333334,57.25854166666667,43.38527777777778,7.900277687484447,0.0,62.42004999236113,3367.213297099652,2954.179432613749,11675.420949305557,9.810729877569443,10.095790728097224,51.516896244787006,13.67490614722222,62.44199374109539,,548.9584773194445,256.4344397812499,2.7625,37.414647469444446,36.36491738541667,73.65534722222222,81.22050517777778,60.80907537222223,64.07094124791666,26.034471364826388,29.50189239893056,0.7340972222222222,0.0,0.2780555555555555,34.96752242499227,38.35446953294154,26.678008042066192,61.361484184375,0.0034524707533645,0.1528951061236761,0.2483928151838751,,,,1602.2911960277784
2019-10-10 17:00:00,41.98916666666667,90.1120138888889,6.754861111111113,10.357496763291568,9.024211489583331,70.03937376666666,3458.648342847223,3139.7629354291657,9446.040583654336,13.174104704166666,11.735521334375,59.860824327592745,12.571912880972215,79.10473264072294,,441.5129756845831,405.6612110625,6.121875,23.812962577777768,35.93644562986111,83.93006944444444,90.08495417777776,64.81303566111109,61.76738791944445,48.89978261111112,36.493453165277785,0.0,0.5280555555555555,0.2167361111111111,35.140513226806455,61.42461664601539,3.434870127178174,59.9744115576389,0.0044078327002486,0.1509766158591041,0.2762031274838666,,,,2077.892590041667
2019-10-10 21:00:00,49.61020833333333,93.4125,22.17368055555555,10.505795275805005,0.0,68.70027885694444,3461.9644185416664,3486.432076597221,12576.02643472222,12.703991992361113,13.7644758,59.593336109965456,16.863683895370368,80.13555485151257,,514.2070589930555,456.4441804999998,17.11875,27.873196116666666,38.28133384861112,83.85909722222222,90.04735235625002,64.94475425208333,61.88855633333334,55.48983555277778,56.12606550902778,0.0,1.0,0.0,29.411764705882355,58.82352941176471,11.76470588235294,54.03117829201389,0.0038634873814963,0.1503371191042467,0.2753115892545149,,,,2483.2424421527776
2019-10-11 01:00:00,23.440277777777784,93.29513888888889,9.72326388888889,10.158016155867164,0.0,55.84976404166666,3521.2466229166675,3529.537449513888,11883.786515277774,10.08023815076389,9.80837700326389,59.5268219056271,14.905085783333329,77.1854189994895,,655.3727143680554,376.17962296296304,146.2720138888889,28.83807312430556,36.7036650888889,82.57708333333333,88.90256651875002,62.24589250347224,67.93987,48.280964388194434,61.05409178958334,0.0,1.0,0.0,26.96843443259657,65.96991737871619,7.061648188687239,53.40058261493056,0.0033236149080619,0.1521809127022251,0.2750898974114552,,,,2043.512628888889
2019-10-11 05:00:00,24.799027777777773,88.36027777777778,25.98152777777777,10.277794806068425,0.0,64.61635601944445,3510.712809166665,3528.550362222222,12528.857423611107,11.823059819444444,11.063565143541664,59.76763066905223,14.232701747222224,78.86020430377752,,482.4908800277778,371.9322607013887,7.758333333333335,25.721378906944448,36.54683875972223,77.87791666666666,85.03527454375,65.0097596048611,58.06867825625,57.17571400069444,73.86588682847223,0.0,1.0,0.0,20.875900553383524,62.05575600078889,17.068343445827583,61.544232825,0.0037017783084516,0.151187110081616,0.2758925130199511,,,,2073.1497176388893
2019-10-11 09:00:00,41.54430555555555,86.70847222222223,39.94854166666666,10.673772934674489,0.0,62.719158040277776,3416.053513194444,3453.53117125,12619.687040277771,12.048086604166668,11.9720611875,59.64243089927727,14.97261933333333,81.42528523784358,,582.7893174097222,486.2775260486112,19.17604166666667,29.086089570138896,37.4030359375,76.3182638888889,83.70986506249999,64.97002023263889,47.35113326597222,45.26028316111112,69.80312024861111,0.0,1.0,0.0,24.28842504743833,51.42314990512335,24.28842504743833,71.88406177291667,0.0039338945225604,0.147652982266212,0.2754752221872912,,,,2443.764678055555
2019-10-11 13:00:00,44.49388888888889,81.03243055555555,44.08756944444445,10.647407935240624,0.0,60.642869075,3468.925064444444,3504.897348124999,12518.079712499995,12.001221447916668,11.9928899375,59.49529189899334,15.15803531875,81.67632816691858,,632.2863589652777,460.2910814930555,14.230208333333334,32.2008296875,36.371569604166666,72.35013888888889,80.4450697902778,64.84532852152779,40.88481572708333,40.75666040277778,49.10706328125,0.0,1.0,0.0,27.249339922821747,45.49455013201543,27.256109945162816,73.76351076041666,0.0034104642180944,0.147652982266212,0.2749848078993448,,,,2431.198543680556
2019-10-11 17:00:00,46.29770833333333,84.73972222222221,40.56520833333333,10.46894854750788,0.0,66.96859062916667,3510.85455076389,3535.580662430555,12378.38556527778,11.533685429166669,11.250275570833336,59.46798735094187,16.544691113888888,81.13418086128861,,661.4460352291662,436.5121998333333,9.120833333333334,47.55738783125001,34.59230215763888,73.36868055555556,81.07785133680555,64.41542909097222,36.426214550694446,38.14803082986111,48.32515383888889,0.0,1.0,0.0,26.725332594235034,53.09728381374723,20.177383592017737,51.369565577083335,0.0034087185117537,0.147652982266212,0.2748938018406892,,,,2517.153249930555
